id,title,current_period_id,proposed_period_id,status,note
la-processione-in-piazza-san-marco,La Processione in piazza San Marco,quattrocento-veneziano,quattrocento-veneziano,invariato,"Gentile Bellini, già correttamente collocato nella scuola 'Quattrocento veneziano'."
lamina-di-agilulfo,Lamina di Agilulfo,eta-longobarda,eta-longobarda,invariato,Lamina del re longobardo Agilulfo (591-616): gia correttamente in Eta longobarda.
leggenda-della-vera-croce,Leggenda della vera Croce,quattrocento,quattrocento,invariato,"Ciclo di Piero della Francesca ad Arezzo, opera indipendente non legata a una corte o bottega specifica presente nell'albero; nessuna scuola piu' specifica disponibile."
lorazione-nellorto-o-cristo-nellorto,L'Orazione nell'orto (o Cristo nell'orto),quattrocento-veneziano,quattrocento-veneziano,invariato,"Giovanni Bellini, già correttamente collocato nella scuola 'Quattrocento veneziano'."
macelleria-aertsen,Macelleria,rinasc-nordico,rinasc-nordico,invariato,"Pieter Aertsen, pittore fiammingo/olandese, opera conservata a Uppsala: nessuna scuola nederlandese esiste in albero per questo periodo, resta alla corrente 'Rinascimento nordico'."
madonna-benois,Madonna con il Bambino (detta Madonna Benois),rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Leonardo, opera fiorentina; 'San Pietroburgo' e' la sede museale attuale (Ermitage). Gia' correttamente collocata."
madonna-col-bambino-cosenza,Madonna col Bambino,pittura-romanica-italiana,pittura-romanica-italiana,invariato,Opera anonima di Cosenza (Calabria): nessuna scuola specifica per la pittura romanica calabrese nell'albero.
madonna-del-belvedere,Madonna con il Bambino e san Giovannino (detta Madonna del Belvedere),rinascimento-maturo,rinascimento-maturo,invariato,"Raffaello, opera del periodo fiorentino (1506 circa; 'Vienna' e' la sede museale attuale): resta alla corrente generica, oltre il limite del 1500 di 'rinascimento-fiorentino'."
madonna-del-cancelliere-rolin,Madonna del cancelliere Rolin,quattrocento-fiammingo,quattrocento-fiammingo,invariato,"Jan van Eyck, ambito fiammingo: gia nella scuola piu specifica corretta."
madonna-del-cardellino,Madonna con il Bambino e san Giovannino (detta Madonna del cardellino),rinascimento-maturo,rinascimento-maturo,invariato,"Raffaello a Firenze (1506 circa): resta alla corrente generica, oltre il limite del 1500 di 'rinascimento-fiorentino'."
madonna-del-cook,La Madonna Cook,quattrocento,quattrocento,invariato,"Carlo Crivelli, Madonna Cook (1470): la datazione precede la scuola 'Rinascimento maturo nell'Italia settentrionale' (dal 1490); nessuna scuola marchigiana quattrocentesca esiste in albero, resta alla corrente 'Quattrocento'."
madonna-del-garofano,Madonna con il Bambino (detta Madonna del garofano),rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Leonardo, opera fiorentina; 'Monaco' e' la sede museale attuale (Alte Pinakothek). Gia' correttamente collocata."
madonna-del-magnificat,Madonna con il Bambino e cinque angeli (Madonna del Magnificat),rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Opera fiorentina di Botticelli (1483 circa), già alla collocazione più specifica disponibile."
madonna-del-parto,Madonna del parto,quattrocento,quattrocento,invariato,"Affresco di Piero della Francesca a Monterchi, opera indipendente non legata a corte/bottega gia' presente nell'albero."
madonna-del-sacco-perugino,Madonna in adorazione del Bambino (detta Madonna del sacco),rinascimento-fiorentino,rinascimento-fiorentino,invariato,Opera fiorentina di Perugino: collocazione già corretta.
madonna-della-melagrana-leonardo,Madonna della melagrana (detta Madonna Dreyfus),rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Opera giovanile di Leonardo, Firenze; 'Washington D.C.' e' solo la sede museale attuale. Gia' correttamente collocata."
madonna-della-misericordia-fra-bartolomeo,Madonna della Misericordia,primo-manierismo-fiorentino,primo-manierismo-fiorentino,invariato,"Fra Bartolomeo, pittore fiorentino, pala per il Duomo di Lucca (1515, Toscana): gia' correttamente collocato nel Primo Manierismo fiorentino."
madonna-della-scala,Madonna della Scala (Madonna con il Bambino),rinascimento-maturo,rinascimento-maturo,invariato,Rilievo giovanile di Michelangelo a Firenze: nessuna scuola più specifica disponibile.
madonna-delle-arpie-andrea-del-sarto,"Madonna con il Bambino, san Francesco e san Giovanni Battista (Madonna delle Arpie)",primo-manierismo-fiorentino,primo-manierismo-fiorentino,invariato,Andrea del Sarto a Firenze (1517): gia' correttamente collocato nel Primo Manierismo fiorentino.
madonna-di-lucca,Madonna di Lucca,quattrocento-fiammingo,quattrocento-fiammingo,invariato,"Jan van Eyck, ambito fiammingo: gia nella scuola piu specifica corretta (citta indicata e sede museale attuale)."
madonna-di-san-luca-rusuti,Madonna di San Luca (Filippo Rusuti),duecento-italiano,duecento-italiano,invariato,"Mosaicista attivo a Roma fine Duecento: nessuna scuola specifica per la Roma duecentesca è presente in albero, resta alla corrente 'duecento-italiano'."
madonna-nel-roseto,Madonna del roseto,arte-tedesca-quattrocento,arte-tedesca-quattrocento,invariato,"Martin Schongauer, pittore alsaziano di Colmar: gia' correttamente collocato (l'Alsazia e' tra le regioni della scuola)."
madonna-rucellai-duccio,Madonna con il Bambino in trono fra angeli (Madonna Rucellai),gotico-senese,gotico-senese,invariato,"Duccio di Buoninsegna, opera gia correttamente collocata nella scuola senese trecentesca (il luogo Firenze e la committenza, non l'origine stilistica sienese dell'autore)."
maesta-duccio,Maestà,gotico-senese,gotico-senese,invariato,"Duccio di Buoninsegna, Maesta (1308-1311): gia nella scuola senese trecentesca."
maesta-punzonatura-simone,Maestà (particolare delle aureole decorate a punzonatura),gotico-senese,gotico-senese,invariato,Simone Martini a Siena (1315-1321): gia nella scuola senese trecentesca.
maesta-simone-martini,Maestà,gotico-senese,gotico-senese,invariato,Simone Martini a Siena (1313-1321): gia nella scuola senese trecentesca.
marco-aurelio-campidoglio,Marco Aurelio in Campidoglio,rinascimento,rinascimento,invariato,"Statua equestre antica (II sec. d.C.); nessun periodo dell'albero copre l'arte antica romana, resta all'epoca Rinascimento (contesto della sistemazione capitolina) senza un'alternativa piu specifica."
margravia-uta-naumburg,Margravia Uta di Ballenstedt (decorazione scultorea del coro),rinascenza-sveva,rinascenza-sveva,invariato,Corrisponde esattamente alla scuola rinascenza-sveva (Maestro di Naumburg).
maria-assunta-porta-della-mandorla-nanni,Maria assunta in cielo fra angeli consegna la cintola a san Tommaso,umanesimo-fiorentino,umanesimo-fiorentino,invariato,"Porta della Mandorla, Firenze, Nanni di Banco (1414-1421): già correttamente collocata."
martirio-rufina-seconda,Martirio delle sante Rufina e Seconda (Quadro delle tre mani),controriforma,controriforma,invariato,"Morazzone, Cerano e Giulio Cesare Procaccini, 'Quadro delle tre mani', Milano (1620-1624): la datazione supera lievemente il limite della corrente 'Controriforma' (fino al 1620), ma resta l'opzione più specifica disponibile; si suggerisce di estendere year_end almeno al 1624."
mausoleo-di-teodorico,Mausoleo di Teodorico,regno-ostrogoto,regno-ostrogoto,invariato,"Mausoleo dello stesso Teodorico, Ravenna (520-526): gia correttamente nella corrente Regno ostrogoto."
mausoleo-elena-tor-pignattara,Mausoleo di Elena (Tor Pignattara),arte-paleocristiana,arte-paleocristiana,invariato,Mausoleo paleocristiano romano gia' correttamente collocato; nessuna scuola piu' specifica disponibile.
mausoleo-galla-placidia,Mausoleo di Galla Placidia,arte-paleocristiana,arte-paleocristiana,invariato,"Mausoleo di Galla Placidia, Ravenna (meta V sec.): gia correttamente in Arte paleocristiana."
mausoleo-santa-costanza-roma,Mausoleo di Santa Costanza,arte-paleocristiana,arte-paleocristiana,invariato,Mausoleo paleocristiano romano gia' correttamente collocato; nessuna scuola piu' specifica disponibile.
medaglia-commemorativa-tempio-malatestiano,Medaglia commemorativa della fondazione del Tempio Malatestiano,quattrocento,quattrocento,invariato,"Matteo de' Pasti per Sigismondo Malatesta a Rimini: opera isolata nel lotto, nessuna scuola esistente per la corte malatestiana in questo periodo."
mese-di-gennaio-aula-gotica,Mese di Gennaio (Aula Gotica),duecento-italiano,duecento-italiano,invariato,Stessa motivazione del ciclo dell'Aula Gotica.
mese-di-settembre,Mese di Settembre (Salone dei Mesi di Palazzo Schifanoia),scuola-ferrarese,scuola-ferrarese,invariato,Già correttamente collocato nella 'Scuola ferrarese'.
mesi-di-aprile-salone-dei-mesi-di-palazzo-schifanoia,Mese di Aprile (Salone dei Mesi di Palazzo Schifanoia),scuola-ferrarese,scuola-ferrarese,invariato,Già correttamente collocato nella 'Scuola ferrarese'.
miracolo-della-reliquia-della-croce-a-rialto,Miracolo della reliquia della Croce a Rialto,quattrocento-veneziano,quattrocento-veneziano,invariato,"Carpaccio, Venezia (1494-1496): già alla collocazione più specifica corretta."
missorium-di-teodosio,Missorium di Teodosio,tarda-antichita,tarda-antichita,invariato,Manufatto imperiale tardoromano non cristiano; nessuna corrente/scuola specifica disponibile.
monna-lisa,Monna Lisa (La Gioconda),rinascimento-maturo,rinascimento-maturo,invariato,"Ritratto iniziato a Firenze ma completato/ritoccato negli anni successivi in contesti diversi (Milano, Roma, Francia): nessuna singola scuola locale è pienamente adeguata, si mantiene la corrente generica."
monumento-funebre-bartolomeo-colleoni-amadeo,Monumento funebre di Bartolomeo Colleoni,umanesimo-lombardo,umanesimo-lombardo,invariato,Giovanni Antonio Amadeo a Bergamo per il condottiero Colleoni (al servizio di Venezia): resta nella scuola lombarda regionale.
morte-di-procri,Morte di Procri,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Piero di Cosimo, opera di ambito fiorentino: collocazione già corretta."
mosaici-cappella-palatina-programma,Ciclo musivo della Cappella Palatina,romanico-normanno-siciliano,romanico-normanno-siciliano,invariato,Ciclo musivo della Cappella Palatina: già correttamente collocato nel programma decorativo del monumento normanno.
mosaici-facciata-santa-maria-maggiore-rusuti,Mosaici della facciata di Santa Maria Maggiore (Storie della fondazione e Cristo benedicente),duecento-italiano,duecento-italiano,invariato,"Filippo Rusuti a Roma (1288-1297): unica opera dell'autore nel lotto, non sufficiente per proporre una nuova scuola dedicata; resta nel contenitore Duecento italiano, gia coerente con la datazione."
mosaici-navate-cattedrale-monreale,Ciclo musivo della cattedrale di Santa Maria Nuova a Monreale,romanico-normanno-siciliano,romanico-normanno-siciliano,invariato,Già correttamente collocata nella scuola romanico-normanno-siciliano.
mosaico-absidale-san-clemente,Mosaico absidale della basilica superiore di San Clemente,romanico-italiano,romanico-italiano,invariato,Mosaico romano anonimo: nessuna scuola più specifica nell'albero.
mosaico-cristo-tra-apostoli-sant-aquilino,Cristo seduto tra gli apostoli,arte-paleocristiana,arte-paleocristiana,invariato,"Mosaico della cappella di Sant'Aquilino, Milano (fine IV sec.): gia correttamente in Arte paleocristiana."
mosaico-giustiniano-san-vitale,L'imperatore Giustiniano e il suo seguito,eta-giustinianea,eta-giustinianea,invariato,"Pannello di San Vitale con Giustiniano, eta giustinianea (546-547): gia correttamente collocato."
mosaico-porta-imperiale-santa-sofia,Mosaico della porta imperiale di Santa Sofia (Leone VI in proskynesis),arte-bizantina,arte-bizantina,invariato,Mosaico bizantino di Costantinopoli; l'epoca arte-bizantina non ha suddivisioni piu' specifiche nell'albero.
mosaico-teodora-san-vitale,L'imperatrice Teodora e il suo seguito,eta-giustinianea,eta-giustinianea,invariato,"Pannello di San Vitale con Teodora, eta giustinianea (546-547): gia correttamente collocato."
municipio-bruxelles,Municipio di Bruxelles,gotico-fiorito,gotico-fiorito,invariato,"Municipio di Bruxelles (1402-1455), architettura gotica fiamminga: già correttamente collocato nella corrente Gotico fiorito."
nascita-della-vergine-ghirlandaio,Nascita della Vergine,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Ciclo della cappella Tornabuoni, Santa Maria Novella, Firenze: collocazione già corretta."
nascita-di-venere,Nascita di Venere,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Capolavoro fiorentino di ambito mediceo, già alla collocazione più specifica disponibile."
nascita-vergine-pietro-lorenzetti,Nascita della Vergine,gotico-senese,gotico-senese,invariato,Pietro Lorenzetti a Siena (1342): già correttamente collocato nella scuola senese trecentesca.
nativita-di-gesu-perugino,Natività di Gesù,rinascimento-fiorentino,rinascimento-fiorentino,invariato,Opera perugina di Perugino (probabile fase del Collegio del Cambio); non esiste in albero una scuola specifica per Perugia/Umbria e l'opera isolata nel lotto non basta a giustificarne una nuova: si mantiene la collocazione generica already in uso per Perugino.
nativita-di-maria-leonardo-da-besozzo,Natività di Maria,tardogotico,tardogotico,invariato,"Leonardo da Besozzo, pittore lombardo attivo a Napoli: opera isolata nel lotto, nessuna scuola esistente copre il tardogotico napoletano in questa data (troppo precoce per rinascimento-napoletano)."
nativita-mistica,Natività mistica,rinascimento-fiorentino,rinascimento-fiorentino,invariato,Opera di ambito fiorentino di Botticelli: collocazione già corretta.
navata-duomo-siena,Navata centrale della cattedrale di Santa Maria Assunta,gotico-italiano,gotico-italiano,invariato,Stessa motivazione delle altre voci del Duomo di Siena.
navata-fossanova,Navata centrale della chiesa abbaziale di Fossanova,gotico-cistercense,gotico-cistercense,invariato,Stessa motivazione della facciata di Fossanova.
obelisco-di-teodosio-istanbul,Teodosio offre il lauro della vittoria (decorazione del basamento dell'obelisco di Teodosio),tarda-antichita,tarda-antichita,invariato,"Rilievo del basamento dell'obelisco di Teodosio, arte imperiale non cristiana: Tarda Antichita resta il livello adeguato."
ottone-presenta-modello-magdeburgo,Ottone I presenta a Cristo il modello della cattedrale di Magdeburgo,arte-ottoniana,arte-ottoniana,invariato,Avorio ottoniano gia correttamente collocato; nessuna scuola piu specifica disponibile.
paesaggio-con-fiume,Paesaggio con fiume,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Celebre disegno datato di Leonardo, Firenze, gia' correttamente collocato."
pagina-libro-disegni-vasari,Pagina del Libro de' disegni,manierismo,manierismo,invariato,"Vasari, pagina del Libro de' disegni: datazione generica (post 1524) e nessuna citta' di realizzazione certa; resta al livello di corrente."
pala-casio-boltraffio,Madonna con il Bambino tra i santi Giovanni Battista e Sebastiano e due donatori (Pala Casio),rinascimento-maturo-italia-settentrionale,rinascimento-maturo-italia-settentrionale,invariato,"Pala Casio, commissionata per San Francesco a Bologna (Emilia-Romagna, regione già inclusa nella scuola): collocazione già corretta nonostante l'autore sia di formazione lombarda."
pala-doro-san-marco,Pala d'oro,arte-bizantina,arte-bizantina,invariato,Manufatto composito realizzato in piu' fasi (X-XIV secolo); l'epoca arte-bizantina non ha suddivisioni piu' specifiche nell'albero.
pala-martinengo-lotto,Madonna in trono con il Bambino e sei santi (Pala Martinengo),rinascimento-maturo-italia-settentrionale,rinascimento-maturo-italia-settentrionale,invariato,"Lorenzo Lotto a Bergamo (1513-1516, Lombardia): gia' correttamente collocato, nessuna scuola piu' specifica copre Bergamo in questo periodo (citta' di dominio veneziano, non sforzesco)."
pala-pucci-pontormo,"Madonna con il Bambino, san Giuseppe, san Giovanni Evangelista, san Giovannino, san Francesco e san Jacopo (Pala Pucci)",primo-manierismo-fiorentino,primo-manierismo-fiorentino,invariato,"Pontormo a Firenze, 1518: gia' collocato correttamente nel Primo Manierismo fiorentino."
pala-spedalingo-rosso-fiorentino,"Madonna in trono con il Bambino tra i santi Giovanni Battista, Antonio Abate, Stefano e Gerolamo (Pala dello Spedalingo)",primo-manierismo-fiorentino,primo-manierismo-fiorentino,invariato,"Rosso Fiorentino a Firenze, 1518: gia' collocato correttamente nel Primo Manierismo fiorentino."
palazzo-dei-diamanti,Palazzo dei Diamanti,scuola-ferrarese,scuola-ferrarese,invariato,"Biagio Rossetti, Ferrara (dal 1493): collocazione già corretta."
palazzo-di-teodorico-mosaico,Palazzo di Teodorico,regno-ostrogoto,regno-ostrogoto,invariato,"Mosaico del cosiddetto Palazzo di Teodorico in Sant'Apollinare Nuovo, Ravenna: gia correttamente nella corrente Regno ostrogoto."
palazzo-diocleziano-split,Palazzo di Diocleziano a Spalato,tarda-antichita,tarda-antichita,invariato,Palazzo imperiale non cristiano di fine III secolo; nessuna corrente/scuola specifica disponibile nell'albero per questo ambito.
palazzo-farnese-facciata,Facciata di Palazzo Farnese,manierismo,manierismo,invariato,"Michelangelo e Sangallo, Palazzo Farnese a Roma: cantiere isolato nel lotto, resta al livello di corrente."
palazzo-grimani-sanmicheli,Palazzo Grimani,manierismo,manierismo,invariato,"Michele Sanmicheli, opera isolata nel lotto (nessun altro lavoro dell'autore presente): non sufficiente per proporre una nuova scuola dedicata."
palazzo-schifanoia-ristrutturazione,Palazzo Schifanoia (ristrutturazione),scuola-ferrarese,scuola-ferrarese,invariato,Ferrara (dal 1465): collocazione già corretta.
pallade-e-centauro-botticelli,Pallade e il centauro,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Botticelli, opera fiorentina, gia' correttamente collocata."
pavimento-cosmati-ferentino,Pavimento in opus sectile della cattedrale dei Santi Giovanni e Paolo,romanico-italiano,romanico-italiano,invariato,"Unico pavimento cosmatesco del lotto: nessuna scuola cosmatesca presente nell'albero, resta alla corrente romanico-italiano."
pianta-abbazia-san-gallo,Pianta ideale dell'abbazia di San Gallo,eta-carolingia,eta-carolingia,invariato,Disegno architettonico unico (San Gallo); nessuna scuola specifica esiste e non e giustificabile crearne una per un'opera isolata.
pianta-castel-del-monte,Pianta di Castel del Monte,arte-federiciana,arte-federiciana,invariato,Corrisponde esattamente alla scuola arte-federiciana.
pianta-cattedrale-canterbury,"Pianta della cattedrale di Nostro Signore Gesù Cristo, Canterbury",early-english-gothic,early-english-gothic,invariato,Già correttamente collocata nella scuola early-english-gothic.
pianta-san-pietro-attuale,Pianta attuale della basilica di San Pietro,manierismo,manierismo,invariato,Pianta di sintesi senza autore ne' datazione puntuale: informazioni insufficienti per una collocazione piu' specifica.
piazza-del-campidoglio,Piazza del Campidoglio,manierismo,manierismo,invariato,"Michelangelo, Roma: intervento urbanistico isolato nel lotto, resta al livello di corrente Manierismo."
pieta-rondanini,Pietà Rondanini,manierismo,manierismo,invariato,"Ultima opera di Michelangelo, eseguita a Roma fino alla morte (1564); non rientra nei cantieri medicei fiorentini ne' in altre scuole del lotto; nessuna scuola esistente specifica per questa fase autonoma michelangiolesca."
pieta-vaticana,Pietà (Michelangelo),rinascimento-maturo,rinascimento-maturo,invariato,"Commissione romana di Michelangelo per San Pietro (1497-1499); nessuna scuola specifica per la Roma di fine Quattrocento/inizio Cinquecento maturo è presente in albero (la scuola 'quattrocento-romano' proposta copre un arco troppo anteriore, 1455-1482)."
pieta-zuccari,Pietà,controriforma,controriforma,invariato,"Taddeo Zuccari, Urbino (1564-1565): nessuna scuola specifica per Urbino in questo periodo tardo è presente in albero; opera isolata nel lotto rispetto ad altre opere urbinati, si mantiene la corrente generica."
pilier-des-anges-strasburgo,Pilier des Anges (decorazione scultorea del transetto),gotico-tedesco,gotico-tedesco,invariato,"Stessa motivazione di angelo-tubicinario-strasburgo: ambito renano-francese, resta alla corrente gotico-tedesco."
placca-scudo-cavaliere-stabio,Placca di guarnizione di scudo con figura di cavaliere,eta-longobarda,eta-longobarda,invariato,Manufatto di ambito longobardo (VII sec.): gia correttamente in Eta longobarda.
plutei-san-michele-pavia,Plutei dell'oratorio di San Michele alla Pusterla,eta-longobarda,eta-longobarda,invariato,"Arredo liturgico di Pavia, capitale longobarda (735 circa): gia correttamente in Eta longobarda."
politico-roverella,Politico Roverella,scuola-ferrarese,scuola-ferrarese,invariato,"Cosmè Tura, Ferrara (1475-1479): collocazione già corretta."
polittico-del-giudizio-universale,Polittico del Giudizio Universale,quattrocento-fiammingo,quattrocento-fiammingo,invariato,"Rogier van der Weyden, Hotel-Dieu di Beaune (Borgogna): regione compatibile con la scuola fiamminga esistente."
polittico-dell-agnello-mistico,Polittico dell'Agnello Mistico,quattrocento-fiammingo,quattrocento-fiammingo,invariato,"Polittico dell'Agnello Mistico, fratelli Van Eyck, Gand (1424-1432): già correttamente collocato, opera capitale della scuola quattrocento-fiammingo."
polittico-di-recanati-lotto,Polittico di Recanati,rinascimento-maturo-italia-settentrionale,rinascimento-maturo-italia-settentrionale,invariato,"Lorenzo Lotto a Recanati, Marche (1506-1508): gia' correttamente collocato, la scuola comprende esplicitamente le Marche."
porta-bernoardo-hildesheim,Porta di Bernoardo,arte-ottoniana,arte-ottoniana,invariato,Porta di Bernoardo a Hildesheim gia correttamente collocata in Arte ottoniana.
porta-bronzea-novgorod,Portale meridionale con storie bibliche ed evangeliche,romanico,romanico,invariato,Bottega di Magdeburgo per la cattedrale di Novgorod: nessuna corrente/scuola dell'albero copre l'area tedesco-russa e non vi sono altre opere nel lotto per formarne una nuova.
porta-del-paradiso-ghiberti,Porta del Paradiso (Porta Est del battistero),umanesimo-fiorentino,umanesimo-fiorentino,invariato,Opera di Lorenzo Ghiberti a Firenze gia correttamente collocata nella scuola piu specifica esistente.
porta-della-mandorla-santa-maria-del-fiore,Porta della Mandorla,umanesimo-fiorentino,umanesimo-fiorentino,invariato,Porta della Mandorla del Duomo di Firenze (1391-1423): già correttamente collocata.
porta-nord-battistero-firenze-ghiberti,Porta Nord del battistero di San Giovanni,umanesimo-fiorentino,umanesimo-fiorentino,invariato,"Porta Nord del battistero di Firenze, Ghiberti (1403-1424): già correttamente collocata."
porta-san-ranieri-pisa,Porta di San Ranieri (Cattedrale di Pisa),romanico-italiano,romanico-italiano,invariato,"Portale bronzeo pisano isolato: nessuna scuola specifica per la scultura romanica di Pisa nell'albero, resta al livello di corrente."
porta-trionfale-capua,Porta di Capua,arte-federiciana,arte-federiciana,invariato,Corrisponde esattamente alla scuola arte-federiciana (Porta di Capua).
portale-bronzeo-monreale-barisano,Portale bronzeo settentrionale della cattedrale di Santa Maria Nuova a Monreale,romanico-normanno-siciliano,romanico-normanno-siciliano,invariato,"Stessa collocazione del portale di Bonanno: Monreale, scuola romanico-normanno-siciliano."
portale-bronzeo-monreale-bonanno,Portale bronzeo maggiore della cattedrale di Santa Maria Nuova a Monreale,romanico-normanno-siciliano,romanico-normanno-siciliano,invariato,"Corrisponde esattamente alla scuola romanico-normanno-siciliano (Monreale, entro il 1194)."
portale-transetto-sud-lund,Portale del transetto sud (particolare della decorazione scultorea),romanico,romanico,invariato,Portale della cattedrale di Lund; nessuna corrente specifica pertinente per il romanico nordico.
portico-della-gloria-santiago,Cristo Giudice tra gli evangelisti e gli eletti (Portico della Gloria),romanico,romanico,invariato,Opera isolata del romanico galiziano (Maestro Matteo): l'unica scuola spagnola dell'albero (arte-catalana) riguarda solo la Catalogna e non copre la Galizia; nessuna altra opera nel lotto per formare una nuova scuola.
porto-di-classe-mosaico,Porto di Classe,regno-ostrogoto,regno-ostrogoto,invariato,"Mosaico del Porto di Classe in Sant'Apollinare Nuovo, Ravenna: gia correttamente nella corrente Regno ostrogoto."
presentazione-al-tempio,Presentazione al Tempio,quattrocento-veneziano,quattrocento-veneziano,invariato,"Giovanni Bellini, Venezia (1460 circa): già alla collocazione più specifica corretta."
presentazione-gesu-tempio-ambrogio,Presentazione di Gesù al Tempio,gotico-senese,gotico-senese,invariato,"Ambrogio Lorenzetti, opera commissionata per il Duomo di Siena (1342; 'Firenze' indica la sede attuale agli Uffizi): già correttamente in gotico-senese."
processione-sante-vergini-sant-apollinare-nuovo,Processione delle sante vergini,eta-giustinianea,eta-giustinianea,invariato,Rifacimento musivo del 561 in Sant'Apollinare Nuovo dopo la riconquista bizantina: gia correttamente nella corrente Eta giustinianea.
processione-santi-martiri-sant-apollinare-nuovo,Processione dei santi martiri,eta-giustinianea,eta-giustinianea,invariato,Rifacimento musivo del 561 in Sant'Apollinare Nuovo dopo la riconquista bizantina: gia correttamente nella corrente Eta giustinianea.
profeta-abacuc-donatello,Profeta Abacuc (Zuccone),umanesimo-fiorentino,umanesimo-fiorentino,invariato,Donatello a Firenze (1423-1426): già correttamente collocato.
progetto-bramantesco-san-pietro,Progetto per la nuova basilica di San Pietro (disegno agli Uffizi),rinascimento-maturo,rinascimento-maturo,invariato,"Progetto di Bramante per la nuova San Pietro (1504-1505), commissione vaticana di primo Cinquecento: nessuna scuola specifica disponibile per questa fase."
quadriga-bronzea-san-marco,Quadriga bronzea (copie sulla facciata della basilica di San Marco),arte-bizantina,arte-bizantina,invariato,"Bronzi antichi legati a Venezia, citta esplicitamente elencata tra le regioni di Arte bizantina; l'epoca non ha correnti/scuole sotto di se, quindi e gia al livello piu specifico disponibile."
quattro-santi-coronati-nanni-di-banco,Quattro Santi Coronati,umanesimo-fiorentino,umanesimo-fiorentino,invariato,"Nanni di Banco a Orsanmichele, Firenze (1411 circa): già correttamente collocato."
ritratto-agnolo-doni,Ritratto di Agnolo Doni,rinascimento-maturo,rinascimento-maturo,invariato,"Ritratto fiorentino di Raffaello (1504-1507), oltre il limite cronologico di 'rinascimento-fiorentino': si mantiene la corrente generica."
ritratto-d-uomo-col-turbante,Ritratto d'uomo col turbante,quattrocento-fiammingo,quattrocento-fiammingo,invariato,"Jan van Eyck, ambito fiammingo: gia nella scuola piu specifica corretta."
ritratto-di-giovane-con-lucerna-lotto,Ritratto di giovane con lucerna,rinascimento-maturo-italia-settentrionale,rinascimento-maturo-italia-settentrionale,invariato,"Lorenzo Lotto (1506), verosimilmente ambito marchigiano dello stesso periodo del Polittico di Recanati; 'Vienna' e' la sede museale attuale. Nessuna informazione sufficiente per una collocazione piu' specifica."
ritratto-di-giovane-donna-petrus-christus,Ritratto di giovane donna,quattrocento-fiammingo,quattrocento-fiammingo,invariato,"Petrus Christus, pittore fiammingo di Bruges, gia' correttamente collocato; 'Berlino' e' la sede museale attuale."
ritratto-di-giovane-donna-rogier,Ritratto di giovane donna,quattrocento-fiammingo,quattrocento-fiammingo,invariato,"Rogier van der Weyden, ambito fiammingo: gia nella scuola piu specifica corretta."
ritratto-di-tommaso-portinari,Ritratto di Tommaso Portinari,quattrocento-fiammingo,quattrocento-fiammingo,invariato,"Hans Memling, pittore fiammingo di Bruges, gia' correttamente collocato; 'New York' e' la sede museale attuale."
ritratto-erasmo-holbein,Ritratto di Erasmo da Rotterdam,rinasc-nordico,rinasc-nordico,invariato,"Holbein il Giovane, ritratto di Erasmo (1523 circa, periodo di Basilea; 'Parigi' è la sede museale attuale): nessuna scuola specifica per l'ambito basileese/renano di questo periodo è presente in albero."
ritratto-femminile-encausto,Ritratto femminile,quattrocento,quattrocento,invariato,"Ritratto funerario del Fayum (I sec. d.C.), arte romano-egizia; nell'albero non esiste alcun periodo per l'arte antica, resta come precedente citato nel capitolo del Quattrocento senza un'alternativa piu pertinente."
ritratto-ginevra-benci,Ritratto di Ginevra Benci,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Leonardo, opera fiorentina; 'Washington D.C.' e' la sede museale attuale. Gia' correttamente collocata."
ritratto-lutero-cranach,Ritratto di Lutero e Katharina von Bora,rinasc-nordico,rinasc-nordico,invariato,"Cranach il Vecchio, pittore tedesco attivo alla corte sassone di Wittenberg ('Firenze' è la sede museale attuale, Uffizi): nessuna scuola specifica per Wittenberg/Cranach è presente in albero."
ritratto-maddalena-strozzi,Ritratto di Maddalena Strozzi,rinascimento-maturo,rinascimento-maturo,invariato,"Pendant del ritratto di Agnolo Doni, stesso ragionamento."
ritratto-papa-cappella-sancta-sanctorum,Niccolò III presenta Pietro e Paolo al modello del Sancta Sanctorum,duecento-italiano,duecento-italiano,invariato,Ciclo romano: già alla corrente più specifica disponibile (duecento-italiano).
ritratto-tommaso-moro,Ritratto di Tommaso Moro,rinasc-nordico,rinasc-nordico,invariato,"Holbein il Giovane, ritratto dipinto a Londra durante il soggiorno inglese dell'artista (1527; 'New York' è la sede museale attuale): nessuna scuola per l'Inghilterra di questo periodo è presente in albero (le scuole gotico-inglesi si fermano al 1350)."
